age,employment_type,years_employed,annual_income,monthly_debt,loan_amount_requested,loan_purpose,credit_score,missed_payments,savings,dti_ratio,loan_to_income,defaulted
31,Salaried,11,4420401.21,155659.1,18857787.4,Home,699,1,451986.33,42.2566,4.26608,0
39,Salaried,14,1866482.74,42942.56,4265252.21,Home,680,0,496107.15,27.6087,2.285182,0
32,Salaried,3,566461.96,7887.43,626837.36,Personal,626,1,571038.63,16.7088,1.106583,0
36,Salaried,7,1572120.76,58757.49,4019831.1,Home,706,4,333299.9,44.8496,2.556948,0
34,Business Owner,9,675875.01,6540.05,2009533.42,Education,801,0,270877.3,11.6117,2.973232,0
21,Salaried,3,1094325.27,27153.46,4996408.3,Home,687,1,411546.97,29.7756,4.565743,0
37,Self-Employed,10,5039379.97,114319.84,16009305.12,Education,683,0,140383.88,27.2224,3.17684,0
29,Salaried,7,3006198.77,40417.19,17032374.78,Home,819,0,80986.82,16.1335,5.665751,0
21,Salaried,1,1810334.37,45252.3,7859539.55,Business,800,0,414985.61,29.996,4.341485,0
37,Salaried,7,1065445.19,17171.78,2102073.52,Vehicle,645,0,663749.06,19.3404,1.972953,0
31,Salaried,2,1902257.68,50904.05,6371851.95,Education,661,2,347124.87,32.1118,3.349626,0
21,Salaried,3,1573034.99,72125.42,1343265.53,Vehicle,599,1,2542231.79,55.0213,0.853932,0
23,Self-Employed,5,1783502.46,17376.21,1923059.16,Personal,748,1,582452.35,11.6913,1.078249,0
22,Salaried,4,1028398.64,26954.53,548079.05,Personal,613,0,330866.76,31.4522,0.532944,0
27,Self-Employed,5,2204389.16,86113.69,2253537.71,Vehicle,708,0,100971.45,46.8776,1.022296,0
36,Business Owner,7,1280232.95,77980.39,5065510.36,Business,752,1,323834.81,73.0933,3.95671,1
21,Salaried,3,2399822.83,81605.37,7073465.96,Business,753,0,606531.31,40.8057,2.947495,1
43,Salaried,3,2238970.19,125228.13,3632104.57,Vehicle,691,3,532098.17,67.1174,1.622221,0
21,Self-Employed,3,1075578.26,51959.4,1640248.92,Vehicle,739,1,516294.94,57.97,1.524993,1
24,Salaried,6,1342431.73,60821.08,2406865.47,Personal,740,0,211469.81,54.368,1.792915,0
37,Salaried,2,1473769.34,39524.17,1246608.66,Vehicle,580,4,639251.44,32.1821,0.845864,0
24,Salaried,4,2196723.95,31170.72,2974584.99,Vehicle,699,2,587296.09,17.0276,1.3541,0
38,Business Owner,8,2436883.82,92845.26,1817095.56,Personal,674,0,1859870.12,45.72,0.745664,0
30,Business Owner,12,2147424.21,26475.16,8029373.27,Home,524,1,604173.22,14.7946,3.739072,0
33,Business Owner,10,2440986.76,19062.06,2536433.16,Vehicle,714,1,137193.5,9.371,1.039102,0
25,Business Owner,7,924501.94,58940.48,1625955.93,Vehicle,598,0,148087.68,76.5045,1.758737,0
41,Salaried,10,3564929.25,89110.73,17040419.78,Business,681,0,195543.5,29.9958,4.780016,0
29,Self-Employed,11,1096275.33,43147.91,4764828.55,Business,746,2,1319227.31,47.2304,4.346379,0
35,Business Owner,4,1126994.76,22621.28,2838794.41,Business,639,1,314353.01,24.0867,2.518906,0
39,Freelancer,8,1564354.73,23862.77,1282633.87,Vehicle,809,0,256803.66,18.3049,0.819912,0
43,Salaried,2,784742.95,27079.83,1323763.26,Vehicle,681,1,208755.22,41.4095,1.686875,0
24,Salaried,5,3617206.24,150572.22,10459809.92,Home,712,3,241911.63,49.952,2.891682,1
33,Salaried,4,843154.14,21614.68,741753.41,Vehicle,809,0,95361.0,30.7626,0.879736,0
34,Self-Employed,10,2633057.08,59149.08,3642576.68,Personal,737,0,158572.35,26.9568,1.383402,0
44,Salaried,13,3908420.19,113444.72,4445573.42,Personal,771,1,297599.59,34.8309,1.137435,0
47,Self-Employed,4,1337220.3,41681.71,6725769.8,Home,621,1,40907.79,37.4045,5.029665,0
23,Salaried,5,1361577.98,17274.56,1427710.52,Personal,524,0,472139.72,15.2246,1.048571,0
46,Salaried,1,1097403.49,28236.24,2063262.8,Education,780,3,512828.26,30.8761,1.880131,0
21,Self-Employed,1,2618963.04,48099.52,12683361.05,Home,900,0,433445.25,22.039,4.842894,0
43,Salaried,8,1859608.36,60079.72,9610446.96,Home,625,1,193283.3,38.7693,5.167995,1
41,Business Owner,6,896307.3,26565.99,4708746.24,Home,760,1,242732.63,35.5673,5.253495,0
33,Business Owner,14,2236706.02,86626.08,2530124.92,Personal,703,0,67828.88,46.4752,1.131183,0
24,Salaried,6,1869471.24,44213.78,2685370.39,Personal,718,1,595520.49,28.3805,1.436433,0
48,Salaried,8,2394873.57,20819.58,10986251.35,Business,710,2,148815.09,10.4321,4.587403,1
33,Business Owner,5,1788486.1,87055.79,4051507.0,Home,748,2,257077.09,58.4108,2.265328,0
43,Self-Employed,7,2863568.6,44798.99,13190798.15,Business,656,0,529028.87,18.7734,4.606419,0
47,Freelancer,5,2972533.74,46088.11,6748018.66,Education,786,0,114187.53,18.6056,2.270123,0
35,Self-Employed,10,1302751.54,43901.79,3430843.05,Education,853,1,169437.56,40.4391,2.633536,0
35,Business Owner,5,1689796.71,61515.39,2656794.64,Vehicle,558,4,1014638.35,43.6848,1.572257,1
23,Salaried,5,668541.75,14393.44,1072084.43,Business,632,2,84832.05,25.8355,1.603616,1
45,Salaried,13,1638515.53,25467.72,1855982.61,Vehicle,599,1,799817.33,18.6518,1.132722,0
21,Salaried,3,1777898.65,34228.43,6536761.43,Business,788,1,400439.64,23.1026,3.676678,0
39,Business Owner,4,490862.71,8364.73,1643118.31,Business,727,0,241878.81,20.449,3.347409,0
42,Salaried,2,2233425.14,116458.67,6272932.42,Education,638,1,309448.91,62.5722,2.80866,0
35,Business Owner,0,2880193.06,121461.4,4957071.14,Vehicle,550,4,834902.87,50.6055,1.72109,1
27,Freelancer,3,2569058.12,97978.9,1984001.19,Personal,748,0,363124.19,45.7657,0.772268,0
29,Salaried,6,1096625.15,50793.95,867722.22,Personal,660,0,104068.05,55.5821,0.791266,0
36,Salaried,9,2803659.32,59095.89,15183186.49,Home,900,2,72636.81,25.2938,5.415489,1
42,Business Owner,4,3097456.17,23057.53,5908213.99,Education,685,0,479476.68,8.9328,1.907441,0
21,Salaried,0,1137781.4,44186.18,1814433.34,Vehicle,840,0,487962.02,46.6025,1.594712,0
43,Salaried,7,3764429.87,136676.83,4041159.87,Vehicle,690,0,505616.85,43.5689,1.073512,0
57,Business Owner,14,716682.42,13671.27,1254963.78,Vehicle,605,3,193335.79,22.8909,1.751074,0
31,Business Owner,12,1312863.25,25631.35,2146407.34,Personal,533,1,226890.46,23.4279,1.634905,0
32,Self-Employed,9,1112924.52,37737.33,6298101.72,Home,797,0,129330.64,40.6899,5.659056,1
41,Freelancer,15,1051496.41,33321.59,689714.56,Vehicle,649,0,124345.66,38.0276,0.655936,0
26,Self-Employed,0,1201442.57,32079.93,1534313.49,Personal,630,4,728716.21,32.0414,1.277059,0
31,Salaried,10,1418860.06,66164.89,4083696.81,Business,704,0,68900.73,55.9589,2.878153,0
28,Salaried,7,1357323.56,30871.0,2085200.21,Personal,799,2,184935.19,27.2928,1.536259,0
50,Salaried,7,1151311.74,45979.3,6901543.66,Home,731,1,511233.46,47.9237,5.994505,0
38,Salaried,11,673696.17,29992.04,292202.02,Personal,846,0,170610.11,53.4224,0.43373,0
35,Salaried,14,1207344.61,52029.99,1657687.68,Personal,756,0,179334.1,51.7135,1.373003,0
35,Salaried,11,1850027.97,21952.28,8757841.53,Business,617,0,384200.17,14.2391,4.733897,0
38,Self-Employed,3,2222664.08,79666.86,5406002.7,Business,764,0,225252.84,43.0116,2.432218,0
37,Salaried,8,2047695.8,99366.1,5628697.08,Education,674,0,40447.38,58.231,2.748796,0
38,Salaried,16,2277335.42,133533.08,3540995.28,Education,772,1,390498.94,70.3628,1.554885,0
47,Salaried,6,1774732.43,46899.65,2750634.54,Personal,729,2,281513.05,31.7116,1.549887,1
30,Business Owner,0,413535.55,10898.8,1369118.51,Education,750,0,76221.38,31.6262,3.310764,0
32,Salaried,1,1227487.52,23459.68,4246274.67,Business,822,0,655161.07,22.9343,3.459322,0
26,Salaried,1,1633715.53,58742.96,4392077.59,Business,799,3,90039.02,43.148,2.688398,1
26,Salaried,8,1760133.33,25648.81,1819396.42,Personal,720,1,295548.46,17.4865,1.03367,0
29,Salaried,11,1932473.92,79839.32,3202099.83,Personal,680,0,837990.25,49.5775,1.656995,0
36,Salaried,2,1575451.74,35145.59,1804406.25,Vehicle,559,0,16153.95,26.7699,1.145326,0
37,Salaried,14,1211235.65,35271.29,1833915.44,Vehicle,741,2,120974.76,34.9441,1.514086,0
21,Self-Employed,3,1353267.87,92951.13,1163044.98,Personal,710,0,204528.73,82.4237,0.859434,0
26,Self-Employed,8,1326139.27,26859.9,1101396.91,Personal,852,0,233348.93,24.305,0.830529,0
23,Self-Employed,2,1532320.46,84837.13,1691771.98,Vehicle,813,2,456150.19,66.4382,1.104059,0
29,Self-Employed,3,1127963.31,29185.85,1321318.27,Personal,681,2,1147662.24,31.0498,1.17142,0
34,Business Owner,5,1332351.58,79319.93,2321086.81,Personal,745,0,1600412.73,71.4405,1.742098,0
32,Salaried,14,853810.89,7988.44,1493779.45,Business,623,0,112737.8,11.2275,1.749544,0
42,Self-Employed,11,4144282.15,158679.03,17570331.78,Business,698,1,486989.13,45.9464,4.239656,0
36,Salaried,2,2136638.87,64755.99,5350101.91,Home,782,0,1280802.76,36.3689,2.50398,0
37,Self-Employed,3,1656955.46,47685.38,1738742.51,Personal,674,3,327887.88,34.5347,1.04936,0
21,Salaried,3,730217.52,12489.12,1303397.11,Education,670,1,49978.96,20.5239,1.784944,0
34,Salaried,13,1323615.17,34259.52,2757964.45,Home,710,2,261509.23,31.06,2.08366,0
42,Salaried,12,488286.44,10908.13,1265054.63,Business,574,0,105823.87,26.8075,2.590804,0
34,Freelancer,5,1617468.72,32272.67,2142595.28,Education,760,0,62901.73,23.9431,1.324659,0
21,Salaried,0,2358372.85,61267.55,1164188.59,Personal,588,1,328801.37,31.1745,0.493641,0
35,Salaried,11,1334854.06,35368.45,3162696.04,Business,802,0,728861.59,31.7953,2.36932,0
24,Salaried,2,2134182.55,46087.66,2532008.44,Personal,637,2,138060.74,25.914,1.186407,1
39,Salaried,18,4651237.51,37952.79,7766886.64,Vehicle,747,2,91013.14,9.7917,1.669854,0
24,Salaried,2,1505853.8,15823.55,3435548.19,Business,758,0,1184355.45,12.6096,2.281462,0
26,Self-Employed,2,3184547.93,193109.32,3248823.41,Personal,738,2,84822.68,72.7674,1.020184,1
40,Salaried,5,794211.06,48311.52,1467377.19,Vehicle,756,1,183441.3,72.9955,1.847591,1
40,Salaried,7,1618458.13,69640.76,4564240.25,Education,573,1,269972.52,51.6349,2.820116,0
31,Business Owner,9,806557.1,12665.72,3587106.45,Business,723,2,202350.11,18.8441,4.44743,1
30,Salaried,7,1876604.35,81233.28,5426508.42,Home,619,1,209560.06,51.9449,2.891664,0
30,Salaried,7,1818462.52,36441.18,1991839.48,Vehicle,696,1,526092.23,24.0475,1.095343,0
23,Salaried,5,2516918.87,101033.34,9781480.91,Home,678,0,239686.65,48.17,3.886292,0
26,Salaried,3,904617.95,22067.45,2586435.92,Business,769,2,190150.78,29.2731,2.859147,0
29,Salaried,11,920449.51,25955.78,1541171.72,Personal,588,1,640854.07,33.8388,1.674369,0
42,Salaried,3,1571430.62,26097.94,1053132.34,Vehicle,804,3,196384.73,19.9293,0.670174,0
34,Salaried,12,973730.49,25133.89,742009.65,Personal,900,0,716098.22,30.9743,0.762028,0
30,Salaried,8,481233.7,10294.4,731052.44,Education,612,0,34689.85,25.67,1.519121,1
21,Self-Employed,3,962944.45,37861.09,541448.54,Personal,636,0,846279.67,47.1816,0.562284,1
31,Salaried,7,2271730.0,67184.69,12008065.1,Home,644,1,235744.84,35.4891,5.285868,1
26,Salaried,8,1886223.55,84740.47,746805.9,Personal,708,1,283820.25,53.9112,0.395927,0
21,Salaried,3,937433.22,61416.81,713840.79,Vehicle,542,1,361201.58,78.6191,0.761484,1
33,Freelancer,9,714726.36,29342.03,1250548.92,Personal,616,2,197756.76,49.2642,1.749689,0
43,Business Owner,3,355530.06,18820.22,1630186.79,Business,696,1,90732.47,63.5228,4.585229,1
38,Business Owner,3,574499.84,5856.5,1058993.76,Education,702,1,113651.09,12.2329,1.843332,0
21,Business Owner,3,2480244.45,81686.79,3018401.04,Personal,667,0,371187.84,39.522,1.216977,0
29,Salaried,4,2014304.39,113464.54,3975779.68,Education,614,2,326143.74,67.5953,1.973773,0
41,Salaried,8,1205282.48,6001.56,1843906.47,Education,769,1,93123.94,5.9753,1.529854,0
33,Freelancer,5,2107945.52,49720.29,10246649.31,Home,715,2,365665.36,28.3045,4.860965,1
36,Salaried,9,2539537.42,69195.05,2380230.19,Vehicle,808,2,246146.95,32.6965,0.937269,0
42,Self-Employed,6,2146197.97,66978.32,3158767.97,Personal,652,2,354759.74,37.4495,1.471797,0
27,Salaried,9,1116570.16,2387.1,1876621.87,Personal,774,0,1039604.76,2.5655,1.680702,0
38,Freelancer,0,676383.75,29314.71,2616207.92,Business,685,0,366251.64,52.0084,3.867934,1
42,Salaried,4,942538.15,8311.79,3040148.18,Home,747,1,342061.96,10.5822,3.225491,0
27,Salaried,6,3193161.48,80543.48,9222291.01,Home,659,0,526565.06,30.2685,2.888138,1
46,Salaried,10,3893099.38,172683.93,12142331.16,Education,828,3,423018.75,53.2277,3.118937,0
21,Salaried,3,1376684.83,41878.6,1267089.58,Education,664,1,322125.64,36.5039,0.920392,0
30,Salaried,3,2359712.79,97365.15,2642440.98,Vehicle,693,1,170897.11,49.5137,1.119815,1
31,Self-Employed,5,988385.47,36440.05,742573.96,Personal,633,2,186787.08,44.2419,0.7513,1
32,Salaried,14,1470728.15,60793.48,2042783.37,Vehicle,666,0,256572.48,49.6028,1.388961,1
21,Salaried,3,2342377.89,58570.64,7564862.94,Home,709,0,571792.27,30.0057,3.229566,0
33,Freelancer,0,3435171.24,156316.07,6276498.93,Business,780,1,326244.82,54.6055,1.827128,0
32,Business Owner,12,1661473.73,77224.87,1910713.48,Personal,625,0,217826.54,55.7757,1.150011,0
29,Self-Employed,0,1136532.15,17680.29,6159486.7,Home,815,0,266376.04,18.6676,5.419545,0
29,Freelancer,5,1129992.33,26861.58,2325359.71,Home,818,0,1739270.14,28.5258,2.057854,0
31,Freelancer,6,1494541.39,32922.57,2531046.05,Vehicle,686,1,180956.08,26.4343,1.693527,1
34,Business Owner,3,2263035.82,47480.82,6159964.16,Home,589,0,426740.89,25.1772,2.721991,0
31,Self-Employed,6,1128462.45,17909.39,1306563.66,Vehicle,621,0,514473.8,19.0447,1.157826,0
28,Freelancer,3,2266555.05,101446.6,8208996.43,Home,750,0,98981.46,53.7097,3.621794,1
31,Salaried,13,1815278.54,14592.36,6619562.13,Business,687,0,154315.68,9.6464,3.646582,0
40,Salaried,14,3073976.27,74354.94,2921382.26,Personal,806,1,702444.68,29.0262,0.950359,0
23,Self-Employed,5,3201520.07,89469.03,4319815.73,Personal,751,0,140732.48,33.535,1.349301,0
40,Self-Employed,3,872780.96,41410.83,973305.32,Education,761,0,251697.06,56.9364,1.115177,1
29,Salaried,8,2074401.01,50976.37,1721337.71,Vehicle,682,0,254794.92,29.4888,0.8298,0
39,Self-Employed,2,1517539.53,36717.14,2134001.2,Personal,537,2,654294.7,29.0342,1.406224,0
32,Salaried,2,1249533.19,51583.87,6117175.17,Business,594,0,79101.84,49.539,4.895568,0
26,Freelancer,1,1492012.73,35607.52,1540011.57,Personal,660,0,969707.95,28.6385,1.032171,0
22,Freelancer,0,984018.15,38001.26,3710519.46,Home,735,2,554383.28,46.3421,3.770784,1
32,Freelancer,1,1075913.96,6691.14,3830659.63,Business,695,0,75498.85,7.4628,3.560377,0
32,Salaried,8,3093193.93,134076.95,16875478.75,Home,874,0,214307.89,52.015,5.455681,0
24,Salaried,6,1925601.27,94042.4,3350005.14,Personal,809,2,1293372.19,58.6055,1.739719,0
32,Business Owner,11,1374323.54,39745.52,3301240.02,Home,657,0,213503.45,34.7041,2.402084,0
41,Business Owner,12,2431038.9,71428.01,5042556.33,Home,811,1,183110.81,35.258,2.074239,0
25,Salaried,7,1917768.89,79771.77,2374421.74,Vehicle,539,0,262424.74,49.9154,1.238117,1
32,Salaried,7,1390879.61,14868.56,6269803.92,Home,619,0,942541.82,12.828,4.507798,1
23,Salaried,5,1019656.07,40600.42,2006634.18,Business,547,1,414184.25,47.7813,1.967952,0
30,Freelancer,12,1254474.03,21735.83,1369728.0,Vehicle,788,1,462014.21,20.792,1.091874,0
28,Freelancer,5,2487839.28,91405.21,8050944.34,Business,788,0,154349.55,44.089,3.236119,0
21,Self-Employed,0,2399311.71,86805.4,9491906.56,Business,684,0,199990.0,43.4152,3.956096,1
33,Freelancer,2,1481914.52,39788.83,3111192.6,Education,634,0,159151.16,32.2195,2.099441,1
39,Freelancer,10,923942.11,62581.9,5213822.83,Home,633,4,449817.58,81.2803,5.643019,1
32,Business Owner,4,827578.75,17497.92,2019694.68,Education,573,0,34630.21,25.3722,2.440486,1
42,Business Owner,6,677376.52,23021.58,274943.56,Personal,671,1,674812.51,40.7837,0.405895,0
32,Salaried,10,2568933.42,118274.86,13392523.95,Home,704,0,387711.38,55.2485,5.213262,1
34,Salaried,12,877850.72,45097.7,5081291.78,Home,768,0,298653.77,61.6474,5.788332,1
34,Freelancer,0,1000441.98,47207.83,2118508.46,Home,713,0,273544.29,56.6244,2.117573,0
32,Business Owner,2,904474.52,16703.85,849408.88,Personal,664,1,996950.54,22.1616,0.939119,0
25,Self-Employed,5,1784027.64,43874.83,3297553.03,Vehicle,717,0,189085.32,29.5118,1.848376,0
32,Salaried,2,1619131.13,82507.49,4790975.71,Home,718,0,155527.72,61.1495,2.958979,1
35,Business Owner,3,1652669.91,82256.35,4030198.51,Home,667,0,205282.12,59.7262,2.438599,0
29,Salaried,2,2281312.66,108756.71,8192248.33,Business,722,0,352893.54,57.2074,3.591024,0
31,Business Owner,5,2523646.39,121830.42,5442692.6,Education,703,1,58734.7,57.9307,2.156678,1
34,Self-Employed,14,1179147.86,15991.33,1486486.35,Education,757,0,166168.63,16.2741,1.260645,0
23,Business Owner,4,2833493.46,71114.62,2341999.04,Vehicle,683,2,382917.27,30.1174,0.826541,0
41,Salaried,10,2045864.14,17992.84,2933094.1,Vehicle,874,0,497520.9,10.5537,1.43367,0
36,Salaried,11,1279840.28,67731.0,1557673.42,Personal,840,0,171641.36,63.5057,1.217084,0
23,Freelancer,5,789264.31,11129.51,1045064.17,Personal,649,1,510909.3,16.9213,1.324099,0
24,Salaried,3,1817838.15,70779.45,2315373.09,Personal,722,3,550037.09,46.7233,1.273696,0
31,Salaried,12,981483.95,15309.48,662350.94,Vehicle,760,0,696290.38,18.718,0.674846,0
31,Salaried,9,1506505.95,63068.66,4494844.99,Home,749,1,279213.4,50.237,2.983622,0
35,Self-Employed,11,2524583.65,31141.96,14796734.48,Home,709,2,236902.0,14.8026,5.861059,0
26,Business Owner,2,3836934.48,205462.57,21864574.24,Home,591,1,211061.06,64.2584,5.698449,1
34,Business Owner,2,971210.2,40087.97,1737139.3,Vehicle,780,0,105404.92,49.5316,1.788634,0
23,Salaried,1,1806099.23,40362.04,7341124.91,Home,687,0,648192.36,26.8172,4.06463,0
30,Salaried,12,867375.06,16186.41,4274463.65,Home,740,4,149090.4,22.3936,4.928045,0
52,Self-Employed,10,601081.41,19123.47,567077.67,Personal,700,0,419615.13,38.1781,0.943429,0
31,Self-Employed,13,1093088.13,37122.25,604428.04,Personal,700,0,613168.14,40.7531,0.552955,0
22,Business Owner,0,828991.43,39481.17,928674.84,Personal,595,0,348028.7,57.1507,1.120247,0
34,Salaried,10,1792721.62,80231.25,1256356.4,Vehicle,726,0,388602.16,53.7047,0.70081,0
31,Salaried,12,833185.4,32229.08,3234025.07,Business,659,2,811650.42,46.4181,3.881519,0
21,Salaried,3,1367241.89,25928.63,2232842.59,Vehicle,635,2,562816.14,22.757,1.6331,0
36,Business Owner,8,670444.89,30470.51,521341.01,Personal,596,1,161002.36,54.5378,0.777605,1
44,Self-Employed,9,778397.08,24415.82,3386469.33,Home,739,0,1087904.43,37.6402,4.350568,0
34,Self-Employed,3,1609043.6,97356.61,6037073.23,Home,575,1,976265.0,72.6071,3.751964,1
47,Business Owner,0,1599311.54,5345.29,1733154.32,Personal,706,0,171464.78,4.0107,1.083688,0
31,Salaried,9,478342.56,16793.88,193955.62,Personal,815,3,403122.04,42.1302,0.405474,1
31,Salaried,8,3320961.85,64430.31,14936659.74,Business,653,3,227129.45,23.2813,4.497691,0
37,Salaried,14,773858.35,16314.71,3864790.9,Home,737,2,504300.02,25.2988,4.994184,0
32,Self-Employed,0,1667346.02,66819.09,6907360.53,Business,794,3,205204.87,48.0901,4.142728,0
39,Self-Employed,12,3212981.84,23498.04,5607945.95,Education,712,1,103098.71,8.7762,1.745402,0
39,Salaried,9,795828.07,7256.98,478728.37,Vehicle,532,0,827258.0,10.9425,0.601547,0
36,Salaried,11,1554072.28,35970.54,2686989.95,Personal,644,0,1403218.89,27.7752,1.728999,0
24,Freelancer,1,1022747.9,30537.98,1523328.64,Personal,798,2,537485.18,35.8305,1.489447,0
30,Freelancer,12,2104050.01,40623.13,1702258.07,Personal,752,0,582456.18,23.1685,0.809039,0
50,Freelancer,9,825504.01,34563.66,1089230.63,Vehicle,781,1,857836.6,50.2437,1.319473,0
21,Self-Employed,3,2247213.88,48857.21,7697438.94,Business,680,2,329611.3,26.0895,3.425325,1
26,Salaried,3,1005446.46,2912.9,1067496.88,Vehicle,789,0,447199.98,3.4765,1.061714,0
45,Salaried,5,1538466.82,29877.64,5708112.2,Home,561,0,225530.94,23.3045,3.71026,0
38,Self-Employed,8,2108732.36,102908.1,8574603.57,Home,587,1,162130.25,58.5611,4.066236,1
35,Salaried,10,8297865.11,304955.05,35309144.94,Home,627,1,277139.46,44.1012,4.255208,0
38,Self-Employed,0,1105646.37,42787.16,1857670.0,Business,812,0,954856.41,46.4385,1.680167,0
31,Salaried,12,399001.79,7124.27,1710214.51,Business,554,0,94140.61,21.4263,4.286233,0
21,Salaried,3,600677.49,22796.33,2017092.61,Education,754,0,160220.86,45.5412,3.358029,0
38,Business Owner,3,1328266.01,30718.4,571573.64,Personal,657,0,227162.91,27.752,0.430316,0
35,Self-Employed,12,2726628.37,41951.3,4475735.08,Personal,776,0,206906.22,18.4629,1.641491,0
38,Business Owner,14,1671048.49,49436.56,2171845.63,Vehicle,624,0,226544.54,35.501,1.29969,0
24,Self-Employed,2,1498421.75,83259.79,5918076.4,Business,508,2,153788.05,66.678,3.94954,1
33,Salaried,7,2653340.57,21576.39,7105179.57,Education,660,0,106190.95,9.7581,2.677824,0
25,Salaried,7,1087440.31,29106.5,1902451.3,Personal,651,1,101859.31,32.1193,1.749477,0
29,Salaried,9,1559927.78,32595.19,1300562.08,Personal,742,2,136597.4,25.0744,0.833732,0
31,Salaried,13,822194.39,13178.15,2764204.94,Business,704,0,513457.73,19.2336,3.361985,0
34,Business Owner,0,2595463.82,37018.97,5960274.13,Home,764,0,56514.64,17.1155,2.29642,0
33,Self-Employed,9,1262458.06,9697.64,747356.71,Personal,704,2,228730.39,9.2179,0.591985,0
32,Freelancer,14,2306086.14,74376.13,8938675.96,Business,697,0,101873.21,38.7025,3.876124,0
22,Freelancer,4,1680811.13,73245.11,9077519.61,Home,706,1,599910.18,52.2927,5.400678,0
32,Salaried,4,2206589.35,38769.06,5517972.49,Business,672,1,627352.41,21.0836,2.500679,0
27,Salaried,8,2274033.41,88196.56,1117488.01,Personal,839,1,41270.49,46.541,0.491412,0
41,Freelancer,4,2393222.38,18949.07,3482020.32,Personal,644,0,395179.31,9.5014,1.454951,0
24,Salaried,6,2300362.36,157302.16,9164757.96,Home,714,3,669912.68,82.0578,3.98405,1
31,Salaried,10,1196193.32,46213.08,1778869.84,Vehicle,637,0,377472.26,46.3601,1.487109,1
29,Salaried,8,1957458.77,28953.82,1120628.89,Personal,686,2,380270.95,17.7498,0.572492,0
24,Salaried,4,3426276.36,37592.53,2331814.36,Vehicle,831,0,162754.24,13.1662,0.680568,0
42,Salaried,2,2718098.53,55345.54,5780972.75,Business,759,0,1062121.71,24.4342,2.126844,0
21,Salaried,0,2888956.56,49048.96,4037101.56,Personal,622,1,660086.98,20.3737,1.397425,0
22,Salaried,4,1695650.78,8293.19,8591468.87,Home,621,1,507880.94,5.869,5.066768,1
41,Salaried,13,1058663.21,44910.38,1244787.16,Vehicle,583,1,483505.23,50.9061,1.17581,0
35,Salaried,12,1889109.94,86077.73,2105738.11,Personal,686,1,87733.58,54.6783,1.114672,0
41,Salaried,6,1088030.98,28619.79,5467965.04,Home,727,0,294893.96,31.565,5.02556,0
44,Salaried,12,3289593.66,43106.25,10140081.02,Home,820,1,218104.93,15.7246,3.082472,0
32,Freelancer,8,1483942.73,16386.55,4090433.4,Home,591,0,826780.32,13.2511,2.756463,0
34,Salaried,1,1765839.68,85928.77,8379212.48,Home,822,2,307112.24,58.394,4.745172,1
28,Salaried,10,1808194.86,106024.4,551984.62,Personal,818,0,526475.6,70.3626,0.305268,0
34,Salaried,10,2587909.6,23630.15,7108938.11,Education,704,0,158909.09,10.9572,2.746981,0
26,Salaried,8,821567.97,22940.68,774829.25,Vehicle,677,1,83386.7,33.5077,0.94311,1
26,Business Owner,3,2363094.21,62999.25,3589949.22,Vehicle,731,0,251623.09,31.9916,1.519173,0
21,Business Owner,3,2990955.63,15128.17,5368216.27,Business,661,0,512928.81,6.0696,1.794816,0
21,Salaried,0,724537.47,22173.22,844788.16,Vehicle,826,2,162047.84,36.7239,1.165969,1
29,Salaried,11,507942.56,5258.06,759537.1,Vehicle,666,0,435144.38,12.422,1.495321,0
25,Salaried,7,2080902.16,42124.34,6365763.17,Education,791,0,511828.02,24.292,3.059136,0
35,Self-Employed,0,2089495.07,28590.91,8262539.38,Home,723,0,440681.36,16.4198,3.954323,0
24,Salaried,6,1808874.77,13004.6,3386989.48,Vehicle,730,0,243720.04,8.6272,1.872429,0
55,Salaried,15,989494.25,8213.45,4203100.64,Home,651,1,112466.42,9.9608,4.247726,0
25,Business Owner,1,1538101.88,43709.92,3796269.63,Education,698,0,705944.07,34.1017,2.468152,0
31,Business Owner,7,747269.73,34875.58,2217716.64,Business,724,3,603485.0,56.0048,2.967759,0
27,Business Owner,9,1582521.09,49778.98,5064753.76,Home,584,0,223463.0,37.7466,3.200434,0
38,Salaried,4,1738671.27,89264.7,8669767.18,Home,862,1,309333.27,61.6089,4.986433,0
27,Salaried,0,1258335.98,61847.61,1952709.58,Personal,605,2,145234.68,58.9804,1.551819,0
34,Business Owner,16,2247438.82,42479.96,7387161.09,Home,784,0,423118.12,22.6818,3.286924,0
29,Salaried,5,831068.28,1415.11,3879199.62,Home,653,3,530443.79,2.0433,4.667727,0
42,Self-Employed,12,3165272.46,84431.29,17854403.84,Home,707,0,1151142.66,32.0091,5.640716,0
32,Self-Employed,2,869107.89,20426.33,2835986.93,Business,798,2,103186.99,28.2032,3.263101,0
45,Salaried,1,3454561.52,130684.97,2065110.2,Vehicle,694,1,310709.61,45.3956,0.597792,0
45,Freelancer,6,315721.72,10048.37,1885041.42,Home,846,0,161725.89,38.192,5.970579,0
31,Salaried,11,1377127.59,60587.5,4634980.88,Education,634,2,897278.73,52.7947,3.365687,0
36,Salaried,7,1640821.46,65409.55,2609159.53,Vehicle,647,2,1437526.57,47.8367,1.590154,0
34,Self-Employed,7,3463572.28,100424.71,17057077.96,Home,623,1,819200.57,34.7935,4.924707,0
31,Freelancer,12,3045735.23,80107.37,10812680.18,Business,783,2,299002.62,31.5618,3.550105,0
